Job,Promised_Date,Requested_Date,Shipped_Date,Shipped_Quantity,Promised_Quantity,Customer,Description
21-009,2021-10-05 00:00:00,2021-10-05 00:00:00,2021-10-06 00:00:00,1,1,ACCURATE,R11 REACTOR
21-039,2021-09-28 00:00:00,2021-09-28 00:00:00,2021-09-28 00:00:00,1,1,FLOQENGI,75 T DUPLEX 2205 WATER STORAGE
21-040,2021-09-28 00:00:00,2021-09-28 00:00:00,2021-09-28 00:00:00,1,1,FLOQENGI,75 T DUPLEX 2205 WATER STORAGE
21-030,2021-09-23 00:00:00,2021-09-23 00:00:00,2021-09-23 00:00:00,1,1,KEMICHEM,ST115 STAINLESS TANK
21-031,2021-09-22 00:00:00,2021-09-22 00:00:00,2021-09-23 00:00:00,1,1,KEMICHEM,ST115 STAINLESS TANK
21-031,2021-09-22 00:00:00,2021-09-22 00:00:00,2021-09-22 00:00:00,1,1,KEMICHEM,ST115 STAINLESS TANK
21-030,2021-09-22 00:00:00,2021-09-22 00:00:00,2021-09-22 00:00:00,1,1,KEMICHEM,ST115 STAINLESS TANK
21-050,2021-08-19 00:00:00,2021-08-19 00:00:00,2021-08-20 00:00:00,1,1,STEELFAB,GALVANIZED DRIP PANS
21-045,2021-07-27 00:00:00,2021-07-27 00:00:00,2021-07-27 00:00:00,1,1,LEARWEST,LOT FAB. COMPONENTS-BERNVLE #4
21-044,2021-07-27 00:00:00,2021-07-27 00:00:00,2021-07-27 00:00:00,1,1,LEARWEST,LOT FAB. COMPONENTS-BERNVLE #3
21-045,2021-07-26 00:00:00,2021-07-26 00:00:00,2021-07-26 00:00:00,1,1,LEARWEST,LOT FAB. COMPONENTS-BERNVLE #4
21-044,2021-07-26 00:00:00,2021-07-26 00:00:00,2021-07-26 00:00:00,1,1,LEARWEST,LOT FAB. COMPONENTS-BERNVLE #3
21-037,2021-07-26 00:00:00,2021-07-26 00:00:00,2021-07-26 00:00:00,1,1,GARRMACH,310 STAINLESS CYLINDER
21-010,2021-07-20 00:00:00,2021-07-20 00:00:00,2021-07-20 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-016,2021-07-19 00:00:00,2021-07-19 00:00:00,2021-07-19 00:00:00,1,1,DUBLCONS,SOUTH ALUM REPL. TANK
21-016,2021-07-19 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,0,0,DUBLCONS,SOUTH ALUM REPL. TANK
21-011,2021-07-14 00:00:00,2021-07-14 00:00:00,2021-07-14 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-011,2021-07-07 00:00:00,2021-07-07 00:00:00,2021-07-07 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-015,2021-07-07 00:00:00,2021-07-07 00:00:00,2021-07-07 00:00:00,1,1,USSUGARC,HPW TANK
21-015,2021-07-06 00:00:00,2021-07-06 00:00:00,2021-07-06 00:00:00,1,1,USSUGARC,HPW TANK
21-011,2021-07-06 00:00:00,2021-07-06 00:00:00,2021-07-06 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-011,2021-06-30 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-046,2021-06-28 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,0,0,TCHENTER,ROLLED SHELL & RINGS
21-011,2021-06-28 00:00:00,2021-06-28 00:00:00,2021-06-28 00:00:00,1,1,NUTRIEN,1-SET CST RUBBER LINED DUCTING
21-012,2021-05-25 00:00:00,2021-05-25 00:00:00,2021-05-25 00:00:00,1,1,FLOQENGI,LP4 CAUSTIC TANK
21-002,2021-05-17 00:00:00,2021-05-17 00:00:00,2021-05-17 00:00:00,1,1,SOUTGATE,"3,000 GAL CST ASME TANK"
21-008,2021-05-13 00:00:00,2021-05-13 00:00:00,,0,0,LEARWEST,(1) LOT OF BURNED PARTS
20-110,2021-05-05 00:00:00,2021-05-05 00:00:00,2021-05-05 00:00:00,1,1,KEMIWATE,"3,600 GAL ZERON 100 TANK"
20-130,2021-05-04 00:00:00,2021-05-04 00:00:00,2021-05-04 00:00:00,1,1,PILGRIMS,FAT TANK
20-131,2021-05-04 00:00:00,2021-05-04 00:00:00,2021-05-04 00:00:00,1,1,PILGRIMS,FAT TANK
20-117,2021-04-28 00:00:00,2021-04-28 00:00:00,,0,1,SYMRISE,BA03 SUPPORTS
19-116,2021-04-28 00:00:00,2021-04-28 00:00:00,2021-04-28 00:00:00,1,1,YATECONS,DEDUSTING OIL STRGE TK T-1232
19-117,2021-04-28 00:00:00,2021-04-28 00:00:00,2021-05-03 00:00:00,0,0,YATECONS,TCWR STORAGE TANK T-1040
20-129,2021-04-26 00:00:00,2021-04-26 00:00:00,2021-04-26 00:00:00,1,1,SAVARCH,"4,850 GAL SST ASME TANK"
20-121,2021-04-20 00:00:00,2021-04-20 00:00:00,2021-04-20 00:00:00,1,1,FLOQENGI,EM19-CI1 JACKETED TANK
20-105,2021-04-05 00:00:00,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1,POLYCOMP,MALEIC STORAGE TANK S-6218
20-105,2021-04-05 00:00:00,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1,POLYCOMP,MALEIC STORAGE TANK S-6218
20-124,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-03-31 00:00:00,1,1,SHERWILL,CAULK HOLD TANK
20-125,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-03-31 00:00:00,1,1,SHERWILL,CAULK HOLD TANK
21-007,2021-03-31 00:00:00,2021-03-31 00:00:00,2021-03-31 00:00:00,1,1,GAF11111,SKID PLATE
21-008,2021-03-25 00:00:00,2021-03-25 00:00:00,2021-03-26 00:00:00,1,1,LEARWEST,(1) LOT OF BURNED PARTS
21-013,2021-03-25 00:00:00,2021-03-25 00:00:00,2021-03-25 00:00:00,1,1,INTETANK,(2) ROLLED & TACKED CST SHELLS
20-126,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-24 00:00:00,1,1,MILLIKEN,950 GAL KNOCKOUT TANK
20-127,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-24 00:00:00,1,1,MILLIKEN,950 GAL KNOCKOUT TANK
20-122,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-22 00:00:00,1,1,YATECONS,BUNKER C TANK-FIELD FAB'D TK K
20-122,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-22 00:00:00,1,1,YATECONS,BUNKER C TANK-FIELD FAB'D TK K
20-081,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-23 00:00:00,1,1,UGMS1111,5000 GAL POTABLE WATER STORAGE
20-082,2021-03-22 00:00:00,2021-03-22 00:00:00,2021-03-23 00:00:00,0,0,UGMS1111,12000 GAL EMERGENCY WATER S TK
20-128,2021-03-09 00:00:00,2021-03-09 00:00:00,2021-03-09 00:00:00,1,1,FLOQENGI,LP4 AZON TANK
20-104,2021-03-09 00:00:00,2021-03-09 00:00:00,2021-03-09 00:00:00,1,1,POLYCOMP,"13,800 GAL CATCH TANK"
20-103,2021-03-05 00:00:00,2021-03-05 00:00:00,2021-03-08 00:00:00,1,1,PILGRIMS,FAT TANK
21-006,2021-02-24 00:00:00,2021-02-24 00:00:00,2021-02-24 00:00:00,1,1,MECHSHOP,CARBON STEEL HANDRAIL PIPES
20-106,2021-02-24 00:00:00,2021-02-24 00:00:00,2021-02-24 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
20-106,2021-02-24 00:00:00,2021-02-24 00:00:00,2021-02-24 00:00:00,1,1,USSUGARC,"40,000 GAL STORAGE TANK"
20-107,2021-02-24 00:00:00,2021-02-24 00:00:00,2021-02-24 00:00:00,1,1,NUTRIEN,SODIUM DOSING TANK T-24
20-108,2021-02-24 00:00:00,2021-02-24 00:00:00,2021-02-24 00:00:00,1,1,NUTRIEN,SODIUM DOSING TANK T-224
20-101,2021-02-15 00:00:00,2021-02-15 00:00:00,2021-02-15 00:00:00,1,1,SYMRISE,25000 GAL SST API TANK
20-102,2021-02-12 00:00:00,2021-02-12 00:00:00,2021-02-15 00:00:00,1,1,PILGRIMS,FAT TANK
21-004,2021-02-12 00:00:00,2021-02-12 00:00:00,2021-06-02 00:00:00,1,1,AIRGNATI,RETORT VESSEL
20-101,2021-02-12 00:00:00,2021-02-12 00:00:00,2021-02-15 00:00:00,1,1,SYMRISE,25000 GAL SST API TANK
20-120,2021-02-02 00:00:00,2021-02-02 00:00:00,2021-02-02 00:00:00,1,1,AURIPOLY,600 GAL CST ASME TANK
21-003,2021-02-02 00:00:00,2021-02-02 00:00:00,2021-02-02 00:00:00,1,1,TRICMECH,CARBON STEEL REPAD
20-109,2021-02-02 00:00:00,2021-02-02 00:00:00,2021-02-02 00:00:00,1,1,AURIPOLY,100 GAL CST ASME TANK
20-086,2021-02-01 00:00:00,2021-02-01 00:00:00,2021-02-01 00:00:00,1,1,PILGRIMS,FAT TANKS
21-001,2021-01-28 00:00:00,2021-01-28 00:00:00,2021-01-29 00:00:00,1,1,LEARWEST,6 CARBON STEEL ELEVATOR LEG SE
20-113,2021-01-27 00:00:00,2021-01-27 00:00:00,2021-01-27 00:00:00,1,1,IFFCHEMI,132 GAL JACKETED TANK
20-119,2021-01-26 00:00:00,2021-01-26 00:00:00,2021-01-27 00:00:00,1,1,SYMRISE,"WA01, VD01, WA04A, WA04B SPPTS"
20-114,2021-01-21 00:00:00,2021-01-21 00:00:00,2021-01-21 00:00:00,1,1,SYMRISE,BA01 SUPPORTS
20-115,2021-01-21 00:00:00,2021-01-21 00:00:00,2021-01-21 00:00:00,1,1,SYMRISE,BA01 SUPPORTS
20-116,2021-01-21 00:00:00,2021-01-21 00:00:00,2021-01-21 00:00:00,1,1,SYMRISE,BA03 SUPPORTS
20-117,2021-01-21 00:00:00,2021-01-21 00:00:00,2021-01-21 00:00:00,1,1,SYMRISE,BA03 SUPPORTS
20-118,2021-01-21 00:00:00,2021-01-21 00:00:00,2021-01-21 00:00:00,1,1,SYMRISE,WA02 SUPPORTS
20-085,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-01-18 00:00:00,1,1,PILGRIMS,FAT TANKS
20-076,2021-01-15 00:00:00,2021-01-15 00:00:00,2021-01-19 00:00:00,1,1,TELLPROD,STOCK MAKE-DOWN STORAGE TANK
20-077,2021-01-15 00:00:00,2021-01-15 00:00:00,2021-01-19 00:00:00,1,1,TELLPROD,STOCK MAKE-DOWN STORAGE TANK
20-075,2021-01-06 00:00:00,2021-01-06 00:00:00,2021-01-06 00:00:00,1,1,S&STECHN,25 GAL CST ASME TANK
20-073,2021-01-06 00:00:00,2021-01-06 00:00:00,2021-01-07 00:00:00,1,1,SYMRISE,ALLOY 20 PHASE SEPARATOR DRUM
20-047,2020-12-29 00:00:00,2020-12-29 00:00:00,2020-12-29 00:00:00,1,1,NUTRIEN,HF DUMP TANK
20-084,2020-12-28 00:00:00,2020-12-28 00:00:00,2020-12-28 00:00:00,1,1,PILGRIMS,FAT TANKS
20-097,2020-12-21 00:00:00,2020-12-21 00:00:00,2020-12-21 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-098,2020-12-21 00:00:00,2020-12-21 00:00:00,2020-12-21 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-099,2020-12-21 00:00:00,2020-12-21 00:00:00,2020-12-22 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-048,2020-12-21 00:00:00,2020-12-21 00:00:00,2020-12-22 00:00:00,1,1,NUTRIEN,HF DUMP TANK
20-050,2020-12-17 00:00:00,2020-12-17 00:00:00,2020-12-17 00:00:00,1,1,NUTRIEN,LIGHTS COLUMN RECEIVER
20-051,2020-12-17 00:00:00,2020-12-17 00:00:00,2020-12-17 00:00:00,1,1,NUTRIEN,DEHYDRATION COLUMN RECEIVER
20-078,2020-12-17 00:00:00,2020-12-17 00:00:00,2020-12-17 00:00:00,1,1,NUTRIEN,485 GAL CONDENSATE RECEIVER TK
20-079,2020-12-17 00:00:00,2020-12-17 00:00:00,2020-12-17 00:00:00,1,1,NUTRIEN,485 GAL CONDENSATE RECEIVER TK
20-095,2020-12-14 00:00:00,2020-12-14 00:00:00,2020-12-14 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-096,2020-12-14 00:00:00,2020-12-14 00:00:00,2020-12-14 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-123,2020-12-10 00:00:00,2020-12-10 00:00:00,2020-12-10 00:00:00,1,1,LEARWEST,ROLL (10) RINGS
20-052,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,1,1,NUTRIEN,DEHYDRATION COLUMN RECEIVER
20-053,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,1,1,NUTRIEN,HEAVIES COLUMN RECEIVER
20-054,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,1,1,NUTRIEN,HEAVIES COLUMN RECEIVER
20-055,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,1,1,NUTRIEN,ACID PUMP VESSEL
20-049,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,1,1,NUTRIEN,LIGHTS COLUMN RECEIVER
20-094,2020-12-02 00:00:00,2020-12-02 00:00:00,2020-12-02 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-093,2020-12-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-065,2020-11-30 00:00:00,2020-11-30 00:00:00,2020-11-30 00:00:00,0,0,ANDRITZI,WHITE LIQUOR FILTRATE TANK
20-092,2020-11-17 00:00:00,2020-11-17 00:00:00,2020-11-17 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-089,2020-11-17 00:00:00,2020-11-17 00:00:00,2020-11-17 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-090,2020-11-16 00:00:00,2020-11-16 00:00:00,2020-11-16 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-091,2020-11-16 00:00:00,2020-11-16 00:00:00,2020-11-16 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-087,2020-11-05 00:00:00,2020-11-05 00:00:00,2020-11-09 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-088,2020-11-05 00:00:00,2020-11-05 00:00:00,2020-11-05 00:00:00,1,1,CANNONUSA,14000 GAL CST TANK
20-056,2020-11-05 00:00:00,2020-11-05 00:00:00,2020-11-10 00:00:00,1,1,NUTRIEN,ACID PUMP VESSEL
20-057,2020-11-05 00:00:00,2020-11-05 00:00:00,2020-11-10 00:00:00,1,1,NUTRIEN,DEHYDRATION REFLUX VESSEL
20-058,2020-11-05 00:00:00,2020-11-05 00:00:00,2020-11-10 00:00:00,1,1,NUTRIEN,DEHYDRATION REFLUX VESSEL
20-074,2020-10-30 00:00:00,2020-10-30 00:00:00,2020-10-30 00:00:00,1,1,ANDRITZI,PRECIPITATOR MIX TANK
20-034,2020-10-30 00:00:00,2020-10-30 00:00:00,2020-11-02 00:00:00,0,1,ANDRITZI,FOUL CONDENSATE TANK
20-074,2020-10-29 00:00:00,2020-10-29 00:00:00,,0,1,ANDRITZI,PRECIPITATOR MIX TANK
20-061,2020-10-26 00:00:00,2020-10-26 00:00:00,2020-10-27 00:00:00,1,1,MILLIKEN,60 GAL VACUUM KNOCKOUT TANK
20-062,2020-10-26 00:00:00,2020-10-26 00:00:00,2020-10-27 00:00:00,1,1,MILLIKEN,700 GAL VOL FLASH TANK
20-083,2020-10-22 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,1,1,S&STECHN,200 GAL SST ASME TANK
20-067,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,1,1,NUTRIEN,CONDENSATE FLASH TANK
20-068,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,1,1,NUTRIEN,CONDENSATE FLASH TANK
20-100,2020-09-17 00:00:00,2020-09-17 00:00:00,2020-09-17 00:00:00,1,1,ANDRITZI,(2) 2205 GREEN LIQUOR SPRAY NZ
20-059,2020-09-14 00:00:00,2020-09-14 00:00:00,2020-09-14 00:00:00,1,1,FLOQENGI,r-808 2205 REACTOR
20-070,2020-09-08 00:00:00,2020-09-08 00:00:00,2020-09-08 00:00:00,1,1,S&STECHN,SUCTION SCRUBBER
20-071,2020-09-08 00:00:00,2020-09-08 00:00:00,2020-09-08 00:00:00,1,1,S&STECHN,INTERSTAGE SCRUBBER
20-080,2020-09-08 00:00:00,2020-09-08 00:00:00,2020-09-08 00:00:00,1,1,EASTINDU,"ROLL (8) PIECES 2"" PIPE"
20-041,2020-09-02 00:00:00,2020-09-02 00:00:00,2020-09-02 00:00:00,1,1,KEMIRAWS,2205 OXIDIZER
20-029,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,1,1,IRVCPROD,DRY STRENGTH BULK TANK
20-027,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,1,1,IRVCPROD,1300 GAL FORMING SEAL POT
20-029,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,1,1,IRVCPROD,DRY STRENGTH BULK TANK
20-041,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-09-01 00:00:00,1,1,KEMIRAWS,2205 OXIDIZER
20-045,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,1,1,IRVCPROD,GLUE CONTAINMENT DROPLET SEPAR
20-023,2020-08-25 00:00:00,2020-08-25 00:00:00,2020-08-25 00:00:00,1,1,IRVCPROD,20000 GAL WET STRENGTH RESIN
20-024,2020-08-20 00:00:00,2020-08-20 00:00:00,2020-08-20 00:00:00,1,1,IRVCPROD,6500 GAL BOW SCREEN RECOVERY
20-026,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,1,IRVCPROD,300 GAL TAD SEAL POT
20-022,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,1,IRVCPROD,20000 GAL WET STRENGTH RESIN
20-028,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,1,IRVCPROD,TAD SEAL POT
20-022,2020-08-18 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,1,1,IRVCPROD,20000 GAL WET STRENGTH RESIN
20-046,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,1,1,ANDRITZNY,SST POLISHED DEAERATOR
20-037,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,1,1,KEMIRAWS,"23,000 GAL 2205 SOLUTIZER VESS"
20-038,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TK"
20-038,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,1,1,LIOCHEM1,"13,000 GAL SST STORAGE TK"
20-046,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,1,1,ANDRITZNY,SST POLISHED DEAERATOR
20-020,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,1,1,IRVCPROD,6500 GAL DAF RECOVERY FIBER TK
20-019,2020-07-29 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,1,1,IRVCPROD,13000 GAL TAD MACHINE CHEST
20-018,2020-07-28 00:00:00,2020-07-28 00:00:00,2020-07-28 00:00:00,1,1,IRVCPROD,13000 GAL CORE MACHINE CHEST
20-042,2020-07-22 00:00:00,2020-07-22 00:00:00,2020-07-22 00:00:00,1,1,YATECONS,REJECTS SETTLING TK 380-V-3888
20-035,2020-07-20 00:00:00,2020-07-20 00:00:00,2020-07-20 00:00:00,1,1,IMTT1111,HOT OIL EXPANSION TANK
20-017,2020-07-17 00:00:00,2020-07-17 00:00:00,2020-07-17 00:00:00,1,1,IRVCPROD,13000 GAL YANKEE MACHINE CHEST
20-016,2020-07-15 00:00:00,2020-07-15 00:00:00,2020-07-15 00:00:00,1,1,IRVCPROD,"9,500 GAL TAD FABRIC RELEASE T"
20-012,2020-07-15 00:00:00,2020-07-15 00:00:00,2020-07-15 00:00:00,1,1,YATECONS,THERMOFORMING WW RETURN TK
20-015,2020-07-14 00:00:00,2020-07-14 00:00:00,2020-07-14 00:00:00,1,1,IRVCPROD,"9,500 GAL TAD FABRIC RELEASE B"
20-032,2020-07-08 00:00:00,2020-07-08 00:00:00,2020-07-07 00:00:00,1,1,BCRENVIR,15000 GAL PROCESS TANK
20-033,2020-07-08 00:00:00,2020-07-08 00:00:00,2020-07-07 00:00:00,1,1,BCRENVIR,15000 GAL PROCESS TANK
20-033,2020-07-07 00:00:00,2020-07-07 00:00:00,2020-07-07 00:00:00,1,1,BCRENVIR,15000 GAL PROCESS TANK
20-032,2020-07-07 00:00:00,2020-07-07 00:00:00,2020-07-07 00:00:00,1,1,BCRENVIR,15000 GAL PROCESS TANK
20-044,2020-07-06 00:00:00,2020-07-06 00:00:00,2020-07-06 00:00:00,1,1,YATECONS,STAND PIPE 380-V-3890
19-071,2020-07-02 00:00:00,2020-07-02 00:00:00,2020-07-02 00:00:00,1,1,INTEPAPEPW,CARBON STEEL NUTRIENT STORAGE
19-089,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,1,1,YATECONS,CO-PRODUCT TK 660-V-6642
19-099,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-06-29 00:00:00,1,1,YATECONS,PRIMARY SCR FEED TK 360-V-3663
19-091,2020-06-10 00:00:00,2020-06-10 00:00:00,2020-06-11 00:00:00,1,1,YATECONS,PEROXIDE SUPPLY TK 700-V-1416
20-064,2020-06-10 00:00:00,2020-06-10 00:00:00,2020-06-10 00:00:00,1,1,PYEBARKE,RECERTIFY TANK
20-014,2020-06-10 00:00:00,2020-06-10 00:00:00,2020-06-10 00:00:00,1,1,NEXAHIGH,36 METER PIPE SPOOL
20-039,2020-06-09 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,1,1,YATECONS,VACUUM WATER TK 570-V-5728
19-090,2020-06-09 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,1,1,YATECONS,CAUSTIC SUPPLY TK 700-V-1414
19-090,2020-06-08 00:00:00,2020-06-08 00:00:00,2020-06-09 00:00:00,1,1,YATECONS,CAUSTIC SUPPLY TK 700-V-1414
19-100,2020-06-03 00:00:00,2020-06-03 00:00:00,2020-06-03 00:00:00,1,1,YATECONS,SECONDARY SCR FD TK 360-V-3668
19-103,2020-06-03 00:00:00,2020-06-03 00:00:00,2020-06-03 00:00:00,1,1,YATECONS,TFX FEED LOOP TK 570-V-5705
20-064,2020-06-03 00:00:00,2020-06-03 00:00:00,2020-06-03 00:00:00,1,1,PYEBARKE,RECERTIFY TANK
20-011,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-06-02 00:00:00,1,1,INTEPAPFR,TRS COLLECTION TANK
20-031,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-05-28 00:00:00,1,1,ANDRITZI,(8) 2205 GREEN LIQUOR SPRAY NO
19-123,2020-05-27 00:00:00,2020-05-27 00:00:00,2020-05-27 00:00:00,1,1,GARRMACH,310 SST TUBE
19-097,2020-05-26 00:00:00,2020-05-26 00:00:00,2020-05-27 00:00:00,1,1,YATECONS,REFINER TANK 350-V-3558
19-093,2020-05-26 00:00:00,2020-05-26 00:00:00,2020-05-27 00:00:00,1,1,YATECONS,BROKE TANK 540-V-5421
20-004,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-05-22 00:00:00,1,1,MILLIKEN,DISCHARGE WATER AND SEAL TANK
20-005,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,DRYER RECEIVER
20-006,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,CONTAINMENT RECEIVER
20-007,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,RECYCLE TANK
20-008,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,RECYCLE TANK
20-009,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,RECYCLE TANK
20-010,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,RECYCLE TANK
20-030,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-05-21 00:00:00,1,1,SOLVSPEC,FILTERED POLYMER TK V-1175
19-111,2020-05-20 00:00:00,2020-05-20 00:00:00,2020-05-21 00:00:00,1,1,ROSENBLAD,STRIPPER CONDENSER
19-058,2020-05-20 00:00:00,2020-05-20 00:00:00,2020-05-20 00:00:00,1,1,JWCENVIRO,"5,000 GAL JACKETED HOLDING TK"
19-059,2020-05-20 00:00:00,2020-05-20 00:00:00,2020-05-20 00:00:00,1,1,JWCENVIRO,"5,000 GAL JACKETED HOLDING TK"
19-060,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,500 GL JACKETED ACIDULUTION TK
19-061,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,"1,000 GL SECONDARY SLUDGE TK"
19-062,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,"1,000 GL SECONDARY SLUDGE TK"
19-063,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,"1,500 GL PRIMARY SLUDGE TANK"
19-064,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,"1,500 GL PRIMARY SLUDGE TANK"
19-065,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,JWCENVIRO,"2,500 GL INFLUENT COLLECT TANK"
19-088,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,FILTRATE TK 370-V-3780
19-088,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,FILTRATE TK 370-V-3780
19-086,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,MC PULP STORAGE TK 520-V-5201
19-086,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,MC PULP STORAGE TK 520-V-5201
19-087,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,RETENTION TK 335-V-3333
19-087,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-05-06 00:00:00,1,1,YATECONS,RETENTION TK 335-V-3333
19-088,2020-05-05 00:00:00,2020-05-05 00:00:00,2020-05-05 00:00:00,1,1,YATECONS,FILTRATE TK 370-V-3780
19-087,2020-05-04 00:00:00,2020-05-04 00:00:00,2020-05-04 00:00:00,1,1,YATECONS,RETENTION TK 335-V-3333
19-086,2020-05-01 00:00:00,2020-05-01 00:00:00,2020-05-04 00:00:00,1,1,YATECONS,MC PULP STORAGE TK 520-V-5201
19-082,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,1,1,ROSENBLAD,EVAPORATOR EFFECT VESSEL 1
20-043,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,1,1,ANDRITZI,AGITATOR MOUNTING BLIND
